Algorithm,MatrixSize,Seed,Path,Length,Experiment number,Beam width,Time
Beam Search,40,3213,"[0, 35, 36, 29, 33, 24, 26, 8, 32, 31, 13, 9, 5, 23, 12, 17, 21, 16, 30, 19, 18, 15, 1, 25, 20, 4, 37, 22, 10, 14, 11, 2, 6, 3, 7, 28, 38, 27, 34, 39, 0]",69.0,1,10,1.1714487000135705
Beam Search,40,3213,"[0, 35, 36, 29, 33, 24, 26, 8, 32, 31, 13, 9, 5, 23, 12, 17, 21, 16, 30, 19, 18, 15, 1, 25, 20, 4, 37, 22, 10, 14, 11, 2, 6, 3, 7, 28, 38, 27, 34, 39, 0]",69.0,2,10,1.1718566000345163
Beam Search,40,3213,"[0, 35, 36, 29, 33, 24, 26, 8, 32, 31, 13, 9, 5, 23, 12, 17, 21, 16, 30, 19, 18, 15, 1, 25, 20, 4, 37, 22, 10, 14, 11, 2, 6, 3, 7, 28, 38, 27, 34, 39, 0]",69.0,3,10,1.1761958000133745
Beam Search,40,3213,"[0, 35, 36, 29, 33, 24, 26, 8, 32, 31, 13, 9, 5, 23, 12, 17, 21, 16, 30, 19, 18, 15, 1, 25, 20, 4, 37, 22, 10, 14, 11, 2, 6, 3, 7, 28, 38, 27, 34, 39, 0]",69.0,4,10,1.1732503999955952
Beam Search,40,3213,"[0, 35, 36, 29, 33, 24, 26, 8, 9, 12, 17, 21, 16, 30, 19, 18, 15, 5, 10, 25, 20, 4, 37, 34, 39, 2, 6, 3, 27, 32, 31, 13, 1, 23, 22, 7, 28, 38, 14, 11, 0]",80.0,0,13,1.5226411999901757
Beam Search,40,3213,"[0, 35, 36, 29, 33, 24, 26, 8, 9, 12, 17, 21, 16, 30, 19, 18, 15, 5, 10, 25, 20, 4, 37, 34, 39, 2, 6, 3, 27, 32, 31, 13, 1, 23, 22, 7, 28, 38, 14, 11, 0]",80.0,1,13,1.5325257999938913
Beam Search,40,3213,"[0, 35, 36, 29, 33, 24, 26, 8, 9, 12, 17, 21, 16, 30, 19, 18, 15, 5, 10, 25, 20, 4, 37, 34, 39, 2, 6, 3, 27, 32, 31, 13, 1, 23, 22, 7, 28, 38, 14, 11, 0]",80.0,2,13,1.5207241000025533
Beam Search,40,3213,"[0, 35, 36, 29, 33, 24, 26, 8, 9, 12, 17, 21, 16, 30, 19, 18, 15, 5, 10, 25, 20, 4, 37, 34, 39, 2, 6, 3, 27, 32, 31, 13, 1, 23, 22, 7, 28, 38, 14, 11, 0]",80.0,3,13,1.519387700012885
Beam Search,40,3213,"[0, 35, 36, 29, 33, 24, 26, 8, 9, 12, 17, 21, 16, 30, 19, 18, 15, 5, 10, 25, 20, 4, 37, 34, 39, 2, 6, 3, 27, 32, 31, 13, 1, 23, 22, 7, 28, 38, 14, 11, 0]",80.0,4,13,1.5202215000172146
Beam Search,40,2,"[0, 1, 23, 16, 33, 11, 6, 17, 22, 35, 4, 36, 21, 9, 14, 10, 3, 8, 31, 18, 5, 13, 32, 34, 26, 2, 30, 28, 24, 29, 27, 12, 38, 37, 19, 15, 25, 7, 39, 20, 0]",103.0,0,1,0.12770440004533157
Beam Search,40,2,"[0, 1, 23, 16, 33, 11, 6, 17, 22, 35, 4, 36, 21, 9, 14, 10, 3, 8, 31, 18, 5, 13, 32, 34, 26, 2, 30, 28, 24, 29, 27, 12, 38, 37, 19, 15, 25, 7, 39, 20, 0]",103.0,1,1,0.12842319998890162
Beam Search,40,2,"[0, 1, 23, 16, 33, 11, 6, 17, 22, 35, 4, 36, 21, 9, 14, 10, 3, 8, 31, 18, 5, 13, 32, 34, 26, 2, 30, 28, 24, 29, 27, 12, 38, 37, 19, 15, 25, 7, 39, 20, 0]",103.0,2,1,0.1286967999767512
Beam Search,40,2,"[0, 1, 23, 16, 33, 11, 6, 17, 22, 35, 4, 36, 21, 9, 14, 10, 3, 8, 31, 18, 5, 13, 32, 34, 26, 2, 30, 28, 24, 29, 27, 12, 38, 37, 19, 15, 25, 7, 39, 20, 0]",103.0,3,1,0.12866480002412573
Beam Search,40,2,"[0, 1, 23, 16, 33, 11, 6, 17, 22, 35, 4, 36, 21, 9, 14, 10, 3, 8, 31, 18, 5, 13, 32, 34, 26, 2, 30, 28, 24, 29, 27, 12, 38, 37, 19, 15, 25, 7, 39, 20, 0]",103.0,4,1,0.13001800002530217
Beam Search,40,2,"[0, 1, 23, 30, 28, 24, 36, 15, 8, 31, 18, 5, 13, 32, 34, 26, 2, 16, 37, 14, 22, 35, 20, 29, 27, 12, 4, 19, 3, 39, 7, 9, 38, 10, 25, 6, 17, 33, 11, 21, 0]",109.0,0,4,0.47632259997772053
Beam Search,40,2,"[0, 1, 23, 30, 28, 24, 36, 15, 8, 31, 18, 5, 13, 32, 34, 26, 2, 16, 37, 14, 22, 35, 20, 29, 27, 12, 4, 19, 3, 39, 7, 9, 38, 10, 25, 6, 17, 33, 11, 21, 0]",109.0,1,4,0.47700309997890145
Beam Search,40,2,"[0, 1, 23, 30, 28, 24, 36, 15, 8, 31, 18, 5, 13, 32, 34, 26, 2, 16, 37, 14, 22, 35, 20, 29, 27, 12, 4, 19, 3, 39, 7, 9, 38, 10, 25, 6, 17, 33, 11, 21, 0]",109.0,2,4,0.47736859996803105
Beam Search,40,2,"[0, 1, 23, 30, 28, 24, 36, 15, 8, 31, 18, 5, 13, 32, 34, 26, 2, 16, 37, 14, 22, 35, 20, 29, 27, 12, 4, 19, 3, 39, 7, 9, 38, 10, 25, 6, 17, 33, 11, 21, 0]",109.0,3,4,0.4776881000143476
Beam Search,40,2,"[0, 1, 23, 30, 28, 24, 36, 15, 8, 31, 18, 5, 13, 32, 34, 26, 2, 16, 37, 14, 22, 35, 20, 29, 27, 12, 4, 19, 3, 39, 7, 9, 38, 10, 25, 6, 17, 33, 11, 21, 0]",109.0,4,4,0.47573529998771846
Beam Search,40,2,"[0, 1, 23, 30, 28, 24, 32, 34, 26, 2, 5, 13, 15, 8, 31, 18, 21, 9, 11, 16, 37, 19, 3, 6, 17, 12, 4, 36, 25, 20, 29, 27, 10, 7, 33, 35, 14, 38, 22, 39, 0]",111.0,0,7,0.8241726999985985
Beam Search,40,2,"[0, 1, 23, 30, 28, 24, 32, 34, 26, 2, 5, 13, 15, 8, 31, 18, 21, 9, 11, 16, 37, 19, 3, 6, 17, 12, 4, 36, 25, 20, 29, 27, 10, 7, 33, 35, 14, 38, 22, 39, 0]",111.0,1,7,0.8245842999895103
Beam Search,40,2,"[0, 1, 23, 30, 28, 24, 32, 34, 26, 2, 5, 13, 15, 8, 31, 18, 21, 9, 11, 16, 37, 19, 3, 6, 17, 12, 4, 36, 25, 20, 29, 27, 10, 7, 33, 35, 14, 38, 22, 39, 0]",111.0,2,7,0.8262454000068828
Beam Search,40,2,"[0, 1, 23, 30, 28, 24, 32, 34, 26, 2, 5, 13, 15, 8, 31, 18, 21, 9, 11, 16, 37, 19, 3, 6, 17, 12, 4, 36, 25, 20, 29, 27, 10, 7, 33, 35, 14, 38, 22, 39, 0]",111.0,3,7,0.8225199999869801
Beam Search,40,2,"[0, 1, 23, 30, 28, 24, 32, 34, 26, 2, 5, 13, 15, 8, 31, 18, 21, 9, 11, 16, 37, 19, 3, 6, 17, 12, 4, 36, 25, 20, 29, 27, 10, 7, 33, 35, 14, 38, 22, 39, 0]",111.0,4,7,0.8291025999933481
Beam Search,40,2,"[0, 1, 32, 23, 30, 28, 14, 34, 26, 2, 5, 13, 15, 8, 31, 18, 21, 7, 39, 16, 29, 27, 10, 3, 6, 17, 33, 11, 24, 36, 25, 20, 22, 38, 37, 19, 9, 35, 12, 4, 0]",97.0,0,10,1.174834200006444
Beam Search,40,2,"[0, 1, 32, 23, 30, 28, 14, 34, 26, 2, 5, 13, 15, 8, 31, 18, 21, 7, 39, 16, 29, 27, 10, 3, 6, 17, 33, 11, 24, 36, 25, 20, 22, 38, 37, 19, 9, 35, 12, 4, 0]",97.0,1,10,1.1690483000129461
Beam Search,40,2,"[0, 1, 32, 23, 30, 28, 14, 34, 26, 2, 5, 13, 15, 8, 31, 18, 21, 7, 39, 16, 29, 27, 10, 3, 6, 17, 33, 11, 24, 36, 25, 20, 22, 38, 37, 19, 9, 35, 12, 4, 0]",97.0,2,10,1.1711246999911964
Beam Search,40,2,"[0, 1, 32, 23, 30, 28, 14, 34, 26, 2, 5, 13, 15, 8, 31, 18, 21, 7, 39, 16, 29, 27, 10, 3, 6, 17, 33, 11, 24, 36, 25, 20, 22, 38, 37, 19, 9, 35, 12, 4, 0]",97.0,3,10,1.1742934999638237
Beam Search,40,2,"[0, 1, 32, 23, 30, 28, 14, 34, 26, 2, 5, 13, 15, 8, 31, 18, 21, 7, 39, 16, 29, 27, 10, 3, 6, 17, 33, 11, 24, 36, 25, 20, 22, 38, 37, 19, 9, 35, 12, 4, 0]",97.0,4,10,1.1708804999943823
Beam Search,40,2,"[0, 1, 32, 23, 30, 28, 14, 34, 26, 2, 5, 13, 15, 8, 31, 17, 22, 35, 20, 29, 27, 10, 3, 6, 18, 7, 39, 16, 33, 11, 12, 4, 36, 21, 24, 25, 19, 9, 38, 37, 0]",94.0,0,13,1.520024800032843
Beam Search,40,2,"[0, 1, 32, 23, 30, 28, 14, 34, 26, 2, 5, 13, 15, 8, 31, 17, 22, 35, 20, 29, 27, 10, 3, 6, 18, 7, 39, 16, 33, 11, 12, 4, 36, 21, 24, 25, 19, 9, 38, 37, 0]",94.0,1,13,1.5176063000108115
Beam Search,40,2,"[0, 1, 32, 23, 30, 28, 14, 34, 26, 2, 5, 13, 15, 8, 31, 17, 22, 35, 20, 29, 27, 10, 3, 6, 18, 7, 39, 16, 33, 11, 12, 4, 36, 21, 24, 25, 19, 9, 38, 37, 0]",94.0,2,13,1.5181302999844775
Beam Search,40,2,"[0, 1, 32, 23, 30, 28, 14, 34, 26, 2, 5, 13, 15, 8, 31, 17, 22, 35, 20, 29, 27, 10, 3, 6, 18, 7, 39, 16, 33, 11, 12, 4, 36, 21, 24, 25, 19, 9, 38, 37, 0]",94.0,3,13,1.520451599964872
Beam Search,40,2,"[0, 1, 32, 23, 30, 28, 14, 34, 26, 2, 5, 13, 15, 8, 31, 17, 22, 35, 20, 29, 27, 10, 3, 6, 18, 7, 39, 16, 33, 11, 12, 4, 36, 21, 24, 25, 19, 9, 38, 37, 0]",94.0,4,13,1.5209118999773636
Beam Search,40,323,"[0, 1, 8, 28, 27, 16, 24, 17, 2, 12, 25, 33, 11, 31, 36, 34, 10, 3, 23, 5, 18, 19, 13, 32, 30, 6, 9, 21, 4, 38, 15, 39, 20, 35, 14, 7, 22, 26, 37, 29, 0]",104.0,0,1,0.12873920000856742
Beam Search,40,323,"[0, 1, 8, 28, 27, 16, 24, 17, 2, 12, 25, 33, 11, 31, 36, 34, 10, 3, 23, 5, 18, 19, 13, 32, 30, 6, 9, 21, 4, 38, 15, 39, 20, 35, 14, 7, 22, 26, 37, 29, 0]",104.0,1,1,0.12819939997280017
Beam Search,40,323,"[0, 1, 8, 28, 27, 16, 24, 17, 2, 12, 25, 33, 11, 31, 36, 34, 10, 3, 23, 5, 18, 19, 13, 32, 30, 6, 9, 21, 4, 38, 15, 39, 20, 35, 14, 7, 22, 26, 37, 29, 0]",104.0,2,1,0.12823390000266954
Beam Search,40,323,"[0, 1, 8, 28, 27, 16, 24, 17, 2, 12, 25, 33, 11, 31, 36, 34, 10, 3, 23, 5, 18, 19, 13, 32, 30, 6, 9, 21, 4, 38, 15, 39, 20, 35, 14, 7, 22, 26, 37, 29, 0]",104.0,3,1,0.12837410002248362
Beam Search,40,323,"[0, 1, 8, 28, 27, 16, 24, 17, 2, 12, 25, 33, 11, 31, 36, 34, 10, 3, 23, 5, 18, 19, 13, 32, 30, 6, 9, 21, 4, 38, 15, 39, 20, 35, 14, 7, 22, 26, 37, 29, 0]",104.0,4,1,0.12900700001046062
Beam Search,40,323,"[0, 1, 8, 28, 39, 18, 19, 13, 32, 30, 31, 36, 34, 6, 9, 27, 16, 24, 17, 2, 12, 25, 26, 4, 20, 37, 11, 38, 15, 22, 10, 21, 3, 23, 7, 33, 29, 14, 5, 35, 0]",84.0,0,4,0.4773736000061035
Beam Search,40,323,"[0, 1, 8, 28, 39, 18, 19, 13, 32, 30, 31, 36, 34, 6, 9, 27, 16, 24, 17, 2, 12, 25, 26, 4, 20, 37, 11, 38, 15, 22, 10, 21, 3, 23, 7, 33, 29, 14, 5, 35, 0]",84.0,1,4,0.47634309995919466
Beam Search,40,323,"[0, 1, 8, 28, 39, 18, 19, 13, 32, 30, 31, 36, 34, 6, 9, 27, 16, 24, 17, 2, 12, 25, 26, 4, 20, 37, 11, 38, 15, 22, 10, 21, 3, 23, 7, 33, 29, 14, 5, 35, 0]",84.0,2,4,0.4765588999725878
Beam Search,40,323,"[0, 1, 8, 28, 39, 18, 19, 13, 32, 30, 31, 36, 34, 6, 9, 27, 16, 24, 17, 2, 12, 25, 26, 4, 20, 37, 11, 38, 15, 22, 10, 21, 3, 23, 7, 33, 29, 14, 5, 35, 0]",84.0,3,4,0.47720909997588024
Beam Search,40,323,"[0, 1, 8, 28, 39, 18, 19, 13, 32, 30, 31, 36, 34, 6, 9, 27, 16, 24, 17, 2, 12, 25, 26, 4, 20, 37, 11, 38, 15, 22, 10, 21, 3, 23, 7, 33, 29, 14, 5, 35, 0]",84.0,4,4,0.4784133000066504
Beam Search,40,323,"[0, 1, 8, 28, 39, 18, 19, 13, 32, 30, 31, 36, 34, 6, 9, 27, 16, 24, 17, 21, 4, 20, 37, 11, 38, 15, 26, 2, 22, 10, 3, 23, 7, 14, 5, 35, 12, 25, 33, 29, 0]",81.0,0,7,0.8251298000104725
Beam Search,40,323,"[0, 1, 8, 28, 39, 18, 19, 13, 32, 30, 31, 36, 34, 6, 9, 27, 16, 24, 17, 21, 4, 20, 37, 11, 38, 15, 26, 2, 22, 10, 3, 23, 7, 14, 5, 35, 12, 25, 33, 29, 0]",81.0,1,7,0.8231619999860413
Beam Search,40,323,"[0, 1, 8, 28, 39, 18, 19, 13, 32, 30, 31, 36, 34, 6, 9, 27, 16, 24, 17, 21, 4, 20, 37, 11, 38, 15, 26, 2, 22, 10, 3, 23, 7, 14, 5, 35, 12, 25, 33, 29, 0]",81.0,2,7,0.8244156999862753
Beam Search,40,323,"[0, 1, 8, 28, 39, 18, 19, 13, 32, 30, 31, 36, 34, 6, 9, 27, 16, 24, 17, 21, 4, 20, 37, 11, 38, 15, 26, 2, 22, 10, 3, 23, 7, 14, 5, 35, 12, 25, 33, 29, 0]",81.0,3,7,0.8258577999658883
Beam Search,40,323,"[0, 1, 8, 28, 39, 18, 19, 13, 32, 30, 31, 36, 34, 6, 9, 27, 16, 24, 17, 21, 4, 20, 37, 11, 38, 15, 26, 2, 22, 10, 3, 23, 7, 14, 5, 35, 12, 25, 33, 29, 0]",81.0,4,7,0.8229220999637619
Beam Search,40,323,"[0, 1, 8, 28, 39, 18, 35, 19, 13, 32, 30, 31, 36, 34, 6, 9, 27, 16, 24, 17, 2, 12, 25, 26, 4, 20, 37, 11, 38, 15, 22, 10, 3, 23, 7, 14, 5, 21, 33, 29, 0]",84.0,0,10,1.1736998000415042
Beam Search,40,323,"[0, 1, 8, 28, 39, 18, 35, 19, 13, 32, 30, 31, 36, 34, 6, 9, 27, 16, 24, 17, 2, 12, 25, 26, 4, 20, 37, 11, 38, 15, 22, 10, 3, 23, 7, 14, 5, 21, 33, 29, 0]",84.0,1,10,1.1721340999938548
Beam Search,40,323,"[0, 1, 8, 28, 39, 18, 35, 19, 13, 32, 30, 31, 36, 34, 6, 9, 27, 16, 24, 17, 2, 12, 25, 26, 4, 20, 37, 11, 38, 15, 22, 10, 3, 23, 7, 14, 5, 21, 33, 29, 0]",84.0,2,10,1.1748797000036575
Beam Search,40,323,"[0, 1, 8, 28, 39, 18, 35, 19, 13, 32, 30, 31, 36, 34, 6, 9, 27, 16, 24, 17, 2, 12, 25, 26, 4, 20, 37, 11, 38, 15, 22, 10, 3, 23, 7, 14, 5, 21, 33, 29, 0]",84.0,3,10,1.1727481000125408
Beam Search,40,323,"[0, 1, 8, 28, 39, 18, 35, 19, 13, 32, 30, 31, 36, 34, 6, 9, 27, 16, 24, 17, 2, 12, 25, 26, 4, 20, 37, 11, 38, 15, 22, 10, 3, 23, 7, 14, 5, 21, 33, 29, 0]",84.0,4,10,1.1714483999530785
Beam Search,40,323,"[0, 36, 34, 6, 9, 27, 16, 24, 17, 2, 32, 28, 39, 18, 35, 19, 13, 22, 10, 21, 4, 20, 12, 25, 33, 11, 1, 8, 3, 38, 15, 26, 37, 30, 31, 23, 7, 14, 5, 29, 0]",80.0,0,13,1.5215180999948643
Beam Search,40,323,"[0, 36, 34, 6, 9, 27, 16, 24, 17, 2, 32, 28, 39, 18, 35, 19, 13, 22, 10, 21, 4, 20, 12, 25, 33, 11, 1, 8, 3, 38, 15, 26, 37, 30, 31, 23, 7, 14, 5, 29, 0]",80.0,1,13,1.5188744000042789
Beam Search,40,323,"[0, 36, 34, 6, 9, 27, 16, 24, 17, 2, 32, 28, 39, 18, 35, 19, 13, 22, 10, 21, 4, 20, 12, 25, 33, 11, 1, 8, 3, 38, 15, 26, 37, 30, 31, 23, 7, 14, 5, 29, 0]",80.0,2,13,1.5218555000028573
Beam Search,40,323,"[0, 36, 34, 6, 9, 27, 16, 24, 17, 2, 32, 28, 39, 18, 35, 19, 13, 22, 10, 21, 4, 20, 12, 25, 33, 11, 1, 8, 3, 38, 15, 26, 37, 30, 31, 23, 7, 14, 5, 29, 0]",80.0,3,13,1.5245184000232257
Beam Search,40,323,"[0, 36, 34, 6, 9, 27, 16, 24, 17, 2, 32, 28, 39, 18, 35, 19, 13, 22, 10, 21, 4, 20, 12, 25, 33, 11, 1, 8, 3, 38, 15, 26, 37, 30, 31, 23, 7, 14, 5, 29, 0]",80.0,4,13,1.5215253999922425
